level_0,transaction_date,ticker,asset_description,type,amount,representative,timestamp,state,party_x,total_senate_years,total_house_years,total_years,total_raised,total_from_small_donors,percent_from_small_donors*,total_money_raised,start,day_30,day_30_stock_perc_diff,day_60,day_60_stock_perc_diff,day_90,day_90_stock_perc_diff,day_180,day_180_stock_perc_diff,sp_start,sp_30,sp_30_sp_perc_diff,sp_60,sp_60_sp_perc_diff,sp_90,sp_90_sp_perc_diff,sp_180,sp_180_sp_perc_diff
67,2020-07-29,NLOK,NortonLifeLock Inc.,purchase,"$1,001 - $15,000",Susie Lee,1595995200,Nevada,Democratic,0,2,2,$4748019,$284775,6.00%,Raised over $100k,21.18000030517578,24.170000076293945,0.141,21.06999969482422,-0.005,20.61000061035156,-0.027,20.670000076293945,-0.024,3258.43994140625,3484.550048828125,0.069,3351.60009765625,0.029,3310.110107421875,0.016,3841.469970703125,0.179
68,2020-07-23,RSG,"Republic Services, Inc.",purchase,"$1,001 - $15,000",Susie Lee,1595476800,Nevada,Democratic,0,2,2,$4748019,$284775,6.00%,Raised over $100k,85.8499984741211,89.80999755859375,0.046,95.08000183105469,0.108,92.87000274658205,0.082,93.80999755859376,0.093,3235.659912109375,3397.159912109375,0.05,3315.570068359375,0.025,3465.389892578125,0.071,3768.25,0.165
69,2020-07-29,SABR,Sabre Corporation,sale_full,"$1,001 - $15,000",Susie Lee,1595995200,Nevada,Democratic,0,2,2,$4748019,$284775,6.00%,Raised over $100k,7.690000057220459,7.010000228881836,-0.088,6.710000038146973,-0.127,6.539999961853027,-0.15,12.020000457763672,0.563,3258.43994140625,3484.550048828125,0.069,3351.60009765625,0.029,3310.110107421875,0.016,3841.469970703125,0.179
70,2020-07-15,SABR,Sabre Corporation,sale_partial,"$1,001 - $15,000",Susie Lee,1594785600,Nevada,Democratic,0,2,2,$4748019,$284775,6.00%,Raised over $100k,8.600000381469728,8.0,-0.07,6.769999980926514,-0.213,6.480000019073486,-0.247,12.56999969482422,0.462,3226.56005859375,3373.429931640625,0.046,3383.5400390625,0.049,3483.340087890625,0.08,3824.679931640625,0.185
71,2020-07-29,TOL,"Toll Brothers, Inc.",purchase,"$1,001 - $15,000",Susie Lee,1595995200,Nevada,Democratic,0,2,2,$4748019,$284775,6.00%,Raised over $100k,38.599998474121094,43.11000061035156,0.117,49.349998474121094,0.278,43.59000015258789,0.129,50.81999969482422,0.317,3258.43994140625,3484.550048828125,0.069,3351.60009765625,0.029,3310.110107421875,0.016,3841.469970703125,0.179
72,2020-07-23,TOL,"Toll Brothers, Inc.",purchase,"$1,001 - $15,000",Susie Lee,1595476800,Nevada,Democratic,0,2,2,$4748019,$284775,6.00%,Raised over $100k,36.599998474121094,44.650001525878906,0.22,48.18999862670898,0.317,47.2599983215332,0.291,44.61999893188477,0.219,3235.659912109375,3397.159912109375,0.05,3315.570068359375,0.025,3465.389892578125,0.071,3768.25,0.165
73,2020-08-28,ABT,Abbott Laboratories,sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,110.79000091552734,105.19000244140624,-0.051,106.41999816894531,-0.039,108.48999786376952,-0.021,120.8000030517578,0.09,3508.010009765625,3335.469970703125,-0.049,3271.030029296875,-0.068,3662.449951171875,0.044,3881.3701171875,0.106
74,2020-08-25,ATVI,"Activision Blizzard, Inc",purchase,"$15,001 - $50,000",David B. McKinley,1598328000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,83.62000274658203,79.69000244140625,-0.047,81.04000091552734,-0.031,76.51000213623047,-0.085,100.8000030517578,0.205,3443.6201171875,3246.590087890625,-0.057,3465.389892578125,0.006,3629.64990234375,0.054,3906.7099609375,0.134
75,2020-08-20,ATVI,"Activision Blizzard, Inc",purchase,"$1,001 - $15,000",David B. McKinley,1597896000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,84.0,81.41000366210938,-0.031,80.13999938964844,-0.046,76.80999755859375,-0.086,103.80999755859376,0.236,3385.510009765625,3281.06005859375,-0.031,3443.1201171875,0.017,3557.5400390625,0.051,3934.830078125,0.162
76,2020-08-20,ANTM,"Anthem, Inc.",sale_full,"$1,001 - $15,000",David B. McKinley,1597896000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,281.75,257.70999145507807,-0.085,291.19000244140625,0.034,305.6199951171875,0.085,290.67999267578125,0.032,3385.510009765625,3281.06005859375,-0.031,3443.1201171875,0.017,3557.5400390625,0.051,3934.830078125,0.162
77,2020-08-28,AAPL,Apple Inc.,sale_partial,"$15,001 - $50,000",David B. McKinley,1598587200,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,124.80750274658205,114.08999633789062,-0.086,111.1999969482422,-0.109,122.72000122070312,-0.017,125.86000061035156,0.008,3508.010009765625,3335.469970703125,-0.049,3271.030029296875,-0.068,3662.449951171875,0.044,3881.3701171875,0.106
78,2020-08-25,BDX,"Becton, Dickinson and Company",sale_full,"$15,001 - $50,000",David B. McKinley,1598328000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,255.7899932861328,221.16000366210938,-0.135,240.27999877929688,-0.061,227.47000122070312,-0.111,247.92999267578125,-0.031,3443.6201171875,3246.590087890625,-0.057,3465.389892578125,0.006,3629.64990234375,0.054,3906.7099609375,0.134
79,2020-08-20,BDX,"Becton, Dickinson and Company",sale_full,"$1,001 - $15,000",David B. McKinley,1597896000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,258.92999267578125,228.44000244140625,-0.118,236.25999450683597,-0.088,231.8699951171875,-0.105,256.32000732421875,-0.01,3385.510009765625,3281.06005859375,-0.031,3443.1201171875,0.017,3557.5400390625,0.051,3934.830078125,0.162
80,2020-08-20,ECL,Ecolab Inc.,sale_full,"$1,001 - $15,000",David B. McKinley,1597896000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,194.41000366210938,198.47000122070312,0.021,203.00999450683597,0.044,210.66000366210938,0.084,219.8800048828125,0.131,3385.510009765625,3281.06005859375,-0.031,3443.1201171875,0.017,3557.5400390625,0.051,3934.830078125,0.162
81,2020-08-25,ECL,Ecolab Inc.,sale_partial,"$15,001 - $50,000",David B. McKinley,1598328000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,195.9900054931641,194.6100006103516,-0.007,204.8699951171875,0.045,218.02999877929688,0.112,208.0800018310547,0.062,3443.6201171875,3246.590087890625,-0.057,3465.389892578125,0.006,3629.64990234375,0.054,3906.7099609375,0.134
82,2020-08-28,EL,"Estee Lauder Companies, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,222.92999267578125,214.77999877929688,-0.037,220.5500030517578,-0.011,247.1699981689453,0.109,291.8999938964844,0.309,3508.010009765625,3335.469970703125,-0.049,3271.030029296875,-0.068,3662.449951171875,0.044,3881.3701171875,0.106
83,2020-08-28,HD,"Home Depot, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,286.2900085449219,272.1099853515625,-0.05,269.72000122070307,-0.058,276.60000610351557,-0.034,267.239990234375,-0.067,3508.010009765625,3335.469970703125,-0.049,3271.030029296875,-0.068,3662.449951171875,0.044,3881.3701171875,0.106
84,2020-08-28,INTU,Intuit Inc.,sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,346.1099853515625,323.6400146484375,-0.065,318.510009765625,-0.08,356.82000732421875,0.031,399.0899963378906,0.153,3508.010009765625,3335.469970703125,-0.049,3271.030029296875,-0.068,3662.449951171875,0.044,3881.3701171875,0.106
85,2020-08-28,MA,Mastercard Incorporated,sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,366.1199951171875,336.2300109863281,-0.082,291.3800048828125,-0.204,338.8800048828125,-0.074,350.4200134277344,-0.043,3508.010009765625,3335.469970703125,-0.049,3271.030029296875,-0.068,3662.449951171875,0.044,3881.3701171875,0.106
86,2020-08-28,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,228.91000366210938,207.25999450683597,-0.095,202.67999267578125,-0.115,216.2100067138672,-0.055,233.2700042724609,0.019,3508.010009765625,3335.469970703125,-0.049,3271.030029296875,-0.068,3662.449951171875,0.044,3881.3701171875,0.106
87,2020-08-25,QCOM,QUALCOMM Incorporated,purchase,"$15,001 - $50,000",David B. McKinley,1598328000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,115.9499969482422,112.19000244140624,-0.032,128.8800048828125,0.112,144.0800018310547,0.243,144.94000244140625,0.25,3443.6201171875,3246.590087890625,-0.057,3465.389892578125,0.006,3629.64990234375,0.054,3906.7099609375,0.134
88,2020-08-25,RTX,Raytheon Technologies Corporation,sale_partial,"$15,001 - $50,000",David B. McKinley,1598328000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,60.95000076293945,57.38000106811523,-0.059,62.56999969482422,0.027,73.80999755859375,0.211,74.26000213623047,0.218,3443.6201171875,3246.590087890625,-0.057,3465.389892578125,0.006,3629.64990234375,0.054,3906.7099609375,0.134
89,2020-08-20,RPM,RPM International Inc.,purchase,"$1,001 - $15,000",David B. McKinley,1597896000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,84.88999938964844,79.20999908447266,-0.067,89.19000244140625,0.051,89.54000091552734,0.055,86.80000305175781,0.022,3385.510009765625,3281.06005859375,-0.031,3443.1201171875,0.017,3557.5400390625,0.051,3934.830078125,0.162
90,2020-08-25,SYY,Sysco Corporation,sale_full,"$1,001 - $15,000",David B. McKinley,1598328000,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,58.20000076293945,61.56000137329102,0.058,64.80000305175781,0.113,71.68000030517578,0.232,76.70999908447266,0.318,3443.6201171875,3246.590087890625,-0.057,3465.389892578125,0.006,3629.64990234375,0.054,3906.7099609375,0.134
91,2020-08-28,WM,"Waste Management, Inc.",sale_partial,"$1,001 - $15,000",David B. McKinley,1598587200,West Virginia,Republican,0,10,10,$1092609,$14287,1.31%,Raised over $100k,114.01000213623048,113.41000366210938,-0.005,106.95999908447266,-0.062,119.63999938964844,0.049,109.91999816894531,-0.036,3508.010009765625,3335.469970703125,-0.049,3271.030029296875,-0.068,3662.449951171875,0.044,3881.3701171875,0.106
92,2020-08-07,FB,"Facebook, Inc. - Class A",sale_full,"$1,000,001 - $5,000,000",Nancy Pelosi,1596772800,California,Democratic,0,34,34,$27359508,$15471503,56.55%,Raised over $100k,268.44000244140625,271.16000366210943,0.01,258.1199951171875,-0.038,278.76998901367193,0.038,267.07998657226557,-0.005,3351.280029296875,3331.840087890625,-0.006,3419.43994140625,0.02,3550.5,0.059,3826.31005859375,0.142
93,2020-05-11,CVX,Chevron Corporation,sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Tennessee,Democratic,0,14,14,$607570,$15929,2.62%,Raised over $100k,93.37000274658205,97.58000183105469,0.045,85.2300033569336,-0.087,90.72000122070312,-0.028,71.1500015258789,-0.238,2930.18994140625,3190.139892578125,0.089,3185.0400390625,0.087,3380.35009765625,0.154,3509.43994140625,0.198
94,2020-05-11,KO,Coca-Cola Company,sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Tennessee,Democratic,0,14,14,$607570,$15929,2.62%,Raised over $100k,45.540000915527344,48.61999893188477,0.068,45.1500015258789,-0.009,48.43000030517578,0.063,49.45000076293945,0.086,2930.18994140625,3190.139892578125,0.089,3185.0400390625,0.087,3380.35009765625,0.154,3509.43994140625,0.198
95,2020-05-11,FHN,First Horizon National Corporation,sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Tennessee,Democratic,0,14,14,$607570,$15929,2.62%,Raised over $100k,8.510000228881836,10.850000381469727,0.275,8.869999885559082,0.042,10.0600004196167,0.182,10.670000076293944,0.254,2930.18994140625,3190.139892578125,0.089,3185.0400390625,0.087,3380.35009765625,0.154,3509.43994140625,0.198
96,2020-05-11,PEAK,"Healthpeak Properties, Inc.",sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Tennessee,Democratic,0,14,14,$607570,$15929,2.62%,Raised over $100k,23.739999771118164,28.15999984741211,0.186,26.65999984741211,0.123,28.63999938964844,0.206,28.07999992370605,0.183,2930.18994140625,3190.139892578125,0.089,3185.0400390625,0.087,3380.35009765625,0.154,3509.43994140625,0.198
97,2020-05-11,SLB,Schlumberger N.V.,sale_full,"$1,001 - $15,000",Steve Cohen,1589169600,Tennessee,Democratic,0,14,14,$607570,$15929,2.62%,Raised over $100k,17.360000610351562,20.959999084472656,0.207,17.790000915527344,0.025,20.36000061035156,0.173,15.220000267028807,-0.123,2930.18994140625,3190.139892578125,0.089,3185.0400390625,0.087,3380.35009765625,0.154,3509.43994140625,0.198
98,2020-01-14,DIS,Walt Disney Company,sale_partial,"$1,001 - $15,000",Gerald E. Connolly,1578978000,Virginia,Democratic,0,12,12,$1998592,$277678,13.89%,Raised over $100k,145.1999969482422,140.89999389648438,-0.03,95.01000213623048,-0.346,106.62999725341795,-0.266,119.33999633789062,-0.178,3283.14990234375,3373.93994140625,0.028,2386.1298828125,-0.273,2874.56005859375,-0.124,3185.0400390625,-0.03
99,2020-07-02,KO,Coca-Cola Company,purchase,"$1,001 - $15,000",Lloyd Doggett,1593662400,Texas,Democratic,0,26,26,$1336576,$44273,3.31%,Raised over $100k,44.88000106811523,46.29999923706055,0.032,49.11999893188477,0.094,49.38000106811523,0.1,54.15999984741211,0.207,3130.010009765625,3294.610107421875,0.053,3526.64990234375,0.127,3408.60009765625,0.089,3735.360107421875,0.193
100,2020-06-26,AAPL,Apple Inc. This transaction was reported late due to oversight error that was just caught,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,New York,Democratic,0,8,8,$2556294,$350565,13.71%,Raised over $100k,88.40750122070312,93.25250244140624,0.055,126.52249908447266,0.431,114.08999633789062,0.291,131.8800048828125,0.492,3009.050048828125,3218.43994140625,0.07,3478.72998046875,0.156,3335.469970703125,0.108,3687.260009765625,0.225
101,2020-06-26,BLK,BlackRock Inc,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,New York,Democratic,0,8,8,$2556294,$350565,13.71%,Raised over $100k,534.8499755859375,570.7000122070312,0.067,592.0999755859375,0.107,554.7999877929689,0.037,693.52001953125,0.297,3009.050048828125,3218.43994140625,0.07,3478.72998046875,0.156,3335.469970703125,0.108,3687.260009765625,0.225
102,2020-06-26,DEO,Diageo plc,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,New York,Democratic,0,8,8,$2556294,$350565,13.71%,Raised over $100k,133.46000671386722,146.47000122070312,0.097,135.72999572753906,0.017,136.10000610351562,0.02,157.9199981689453,0.183,3009.050048828125,3218.43994140625,0.07,3478.72998046875,0.156,3335.469970703125,0.108,3687.260009765625,0.225
103,2020-06-26,FAST,Fastenal Company,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,New York,Democratic,0,8,8,$2556294,$350565,13.71%,Raised over $100k,40.9900016784668,45.36999893188477,0.107,48.09000015258789,0.173,45.33000183105469,0.106,49.47000122070313,0.207,3009.050048828125,3218.43994140625,0.07,3478.72998046875,0.156,3335.469970703125,0.108,3687.260009765625,0.225
104,2020-06-26,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,New York,Democratic,0,8,8,$2556294,$350565,13.71%,Raised over $100k,196.3300018310547,202.0200042724609,0.029,221.1499938964844,0.126,207.25999450683597,0.056,223.94000244140625,0.141,3009.050048828125,3218.43994140625,0.07,3478.72998046875,0.156,3335.469970703125,0.108,3687.260009765625,0.225
105,2020-06-26,NSRGY,Nestle SA Sponsored ADR,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,New York,Democratic,0,8,8,$2556294,$350565,13.71%,Raised over $100k,110.41999816894531,120.48999786376952,0.091,121.75,0.103,119.05999755859376,0.078,114.20999908447266,0.034,3009.050048828125,3218.43994140625,0.07,3478.72998046875,0.156,3335.469970703125,0.108,3687.260009765625,0.225
106,2020-06-26,RHHBY,Roche Holdings AG ADR,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,New York,Democratic,0,8,8,$2556294,$350565,13.71%,Raised over $100k,43.900001525878906,44.47999954223633,0.013,44.40999984741211,0.012,43.36999893188477,-0.012,42.83000183105469,-0.024,3009.050048828125,3218.43994140625,0.07,3478.72998046875,0.156,3335.469970703125,0.108,3687.260009765625,0.225
107,2020-06-26,TSM,Taiwan Semiconductor Manuf Company,sale_full,"$1,001 - $15,000",Sean Patrick Maloney,1593144000,New York,Democratic,0,8,8,$2556294,$350565,13.71%,Raised over $100k,56.33000183105469,76.91999816894531,0.366,81.75,0.451,80.51000213623047,0.429,103.94000244140624,0.845,3009.050048828125,3218.43994140625,0.07,3478.72998046875,0.156,3335.469970703125,0.108,3687.260009765625,0.225
108,2020-01-06,BKI,"Black Knight, Inc.",sale_full,"$1,001 -",Alan S. Lowenthal,1578286800,California,Democratic,0,8,8,$678648,$32768,4.83%,Raised over $100k,64.05999755859375,68.23999786376953,0.065,66.47000122070311,0.038,63.2599983215332,-0.012,72.2699966430664,0.128,3246.280029296875,3334.68994140625,0.027,2972.3701171875,-0.084,2749.97998046875,-0.153,3130.010009765625,-0.036
109,2020-01-06,BKI,"Black Knight, Inc.",sale_full,"$1,001 - $15,000",Alan S. Lowenthal,1578286800,California,Democratic,0,8,8,$678648,$32768,4.83%,Raised over $100k,64.05999755859375,68.23999786376953,0.065,66.47000122070311,0.038,63.2599983215332,-0.012,72.2699966430664,0.128,3246.280029296875,3334.68994140625,0.027,2972.3701171875,-0.084,2749.97998046875,-0.153,3130.010009765625,-0.036
110,2020-01-06,BKI,"Black Knight, Inc.",sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,1578286800,California,Democratic,0,8,8,$678648,$32768,4.83%,Raised over $100k,64.05999755859375,68.23999786376953,0.065,66.47000122070311,0.038,63.2599983215332,-0.012,72.2699966430664,0.128,3246.280029296875,3334.68994140625,0.027,2972.3701171875,-0.084,2749.97998046875,-0.153,3130.010009765625,-0.036
111,2020-03-02,ENS,Enersys,purchase,"$15,001 - $50,000",Greg Gianforte,1583125200,Montana,Republican,0,4,4,$352725,$17860,5.06%,Raised over $100k,63.86999893188477,49.52000045776367,-0.225,58.38999938964844,-0.086,67.33999633789061,0.054,73.63999938964844,0.153,3090.22998046875,2584.590087890625,-0.164,2912.429931640625,-0.058,3122.8701171875,0.011,3508.010009765625,0.135
112,2020-03-06,NVEE,"NV5 Global, Inc.",purchase,"$15,001 - $50,000",Greg Gianforte,1583470800,Montana,Republican,0,4,4,$352725,$17860,5.06%,Raised over $100k,54.95000076293945,41.11000061035156,-0.252,43.27999877929688,-0.212,50.56999969482422,-0.08,52.09000015258789,-0.052,2972.3701171875,2663.679931640625,-0.104,2848.419921875,-0.042,3207.179931640625,0.079,3526.64990234375,0.186
113,2020-03-03,OSW,OneSpaWorld Holdings Limited - Common Shares,purchase,"$15,001 - $50,000",Greg Gianforte,1583211600,Montana,Republican,0,4,4,$352725,$17860,5.06%,Raised over $100k,12.4399995803833,3.7300000190734863,-0.7,5.960000038146973,-0.521,6.875,-0.447,7.199999809265138,-0.421,3003.3701171875,2470.5,-0.177,2830.7099609375,-0.057,3112.35009765625,0.036,3508.010009765625,0.168
114,2020-03-03,OSW,OneSpaWorld Holdings Limited - Common Shares,purchase,"$1,001 - $15,000",Greg Gianforte,1583211600,Montana,Republican,0,4,4,$352725,$17860,5.06%,Raised over $100k,12.4399995803833,3.7300000190734863,-0.7,5.960000038146973,-0.521,6.875,-0.447,7.199999809265138,-0.421,3003.3701171875,2470.5,-0.177,2830.7099609375,-0.057,3112.35009765625,0.036,3508.010009765625,0.168
115,2020-02-20,SGIOY,Shionogi & Co Ltd Unsponsored ADR,purchase,"$100,001 - $250,000",Greg Gianforte,1582174800,Montana,Republican,0,4,4,$352725,$17860,5.06%,Raised over $100k,14.649999618530273,10.500100135803224,-0.283,12.350000381469727,-0.157,13.380000114440918,-0.087,14.380000114440918,-0.018,3373.22998046875,2304.919921875,-0.317,2736.56005859375,-0.189,2955.449951171875,-0.124,3381.989990234375,0.003
